2026-06-11 16:29:58, 46.4
2026-06-11 16:29:59, 60.2
2026-06-11 16:30:00, 60.0
2026-06-11 16:30:01, 60.2
2026-06-11 16:30:02, 60.0
2026-06-11 16:30:03, 60.2
2026-06-11 16:30:04, 59.9
2026-06-11 16:30:05, 60.2
2026-06-11 16:30:06, 60.0
2026-06-11 16:30:07, 60.2
2026-06-11 16:30:08, 60.0
2026-06-11 16:30:09, 60.2
2026-06-11 16:30:10, 60.0
2026-06-11 16:30:11, 60.2
2026-06-11 16:30:12, 60.2
2026-06-11 16:30:13, 59.9
2026-06-11 16:30:14, 60.2
2026-06-11 16:30:15, 60.0
2026-06-11 16:30:16, 60.2
2026-06-11 16:30:17, 60.0
2026-06-11 16:30:18, 60.2
2026-06-11 16:30:19, 59.9
2026-06-11 16:30:20, 60.2
2026-06-11 16:30:21, 60.0
2026-06-11 16:30:22, 60.2
2026-06-11 16:30:23, 60.0
2026-06-11 16:30:24, 60.2
2026-06-11 16:30:25, 60.0
2026-06-11 16:30:26, 60.2
2026-06-11 16:30:27, 60.0
2026-06-11 16:30:28, 60.2
2026-06-11 16:30:29, 60.0
2026-06-11 16:30:30, 60.2
2026-06-11 16:30:31, 60.0
2026-06-11 16:30:32, 60.2
2026-06-11 16:30:33, 60.0
2026-06-11 16:30:34, 60.2
2026-06-11 16:30:35, 60.0
2026-06-11 16:30:36, 60.2
2026-06-11 16:30:37, 60.0
2026-06-11 16:30:38, 60.2
2026-06-11 16:30:39, 60.0
2026-06-11 16:30:40, 60.2
2026-06-11 16:30:41, 60.0
2026-06-11 16:30:42, 60.2
2026-06-11 16:30:43, 60.0
2026-06-11 16:30:44, 60.2
2026-06-11 16:30:45, 60.0
2026-06-11 16:30:46, 60.2
2026-06-11 16:30:47, 60.0
2026-06-11 16:30:48, 60.2
2026-06-11 16:30:49, 60.0
2026-06-11 16:30:50, 60.2
2026-06-11 16:30:51, 60.0
2026-06-11 16:30:52, 60.1
2026-06-11 16:30:53, 59.9
2026-06-11 16:30:54, 60.2
2026-06-11 16:30:55, 60.0
2026-06-11 16:30:56, 60.2
2026-06-11 16:30:57, 60.0
2026-06-11 16:30:58, 60.2
2026-06-11 16:30:59, 60.0
2026-06-11 16:31:00, 60.2
2026-06-11 16:31:01, 60.0
